Key,SourceString,Comment
_Replacement_Influence_Payload,"{0} Influence",
_Replacement_Influence_Tooltip,"*Influence* is a currency that can be spent in exchange for favors from the Council.  *Influence* is naturally gained over time based on your standing with the Council.  Build *Council Monuments* to increase your Influence gain.",
_Replacement_LivingSpace_NoPayload,"Living Space",
_Replacement_LivingSpace_Payload,"{0} Living Space",
_Replacement_LivingSpace_Tooltip,"[livingspace] represents how many [citizens] can be accommodated.  Build *Habitat Pods* or *Residential Buildings* to increase.",
PausemenuButton_Tooltip,"Pause Menu",
Pausemenu_Title,"Paused",
Pausemenu_Description,"",
Pausemenu_ResumeButton,Resume,
PauseMenu_RestartCombatButton,"Restart Combat",
PauseMenu_QuicksaveGameButton,"Quicksave",
PauseMenu_LoadGameButton,"Load",
PauseMenu_SaveGameButton,"Save",
PauseMenu_HardcoreModeTooltip,"Manual saves not possible in Hardcore Mode.",
PauseMenu_SettingsButton,"Settings",
PauseMenu_HelpButton,"Help",
PauseMenu_QuitToMainMenuButton,"Quit to Main Menu",
PauseMenu_QuitGameButton,"Quit Game",
PauseMenu_QuitToMainMenuConfirmationTitle,"Quit to Main Menu?",
PauseMenu_QuitToMainMenuConfirmationBody,"Are you sure you wish to return to the Main Menu?",
PauseMenu_QuitToMainMenuConfirmationConfirm,"Quit to Main Menu",
PauseMenu_QuitToMainMenuConfirmationCancel,"Cancel",
PauseMenu_QuitToDesktopConfirmationTitle,"Exit Game?",
PauseMenu_QuitToDesktopConfirmationBody,"Are you sure you wish to exit the desktop?",
PauseMenu_QuitToDesktopConfirmationConfirm,"Exit Game",
PauseMenu_QuitToDesktopConfirmationCancel,"Cancel",
MainMenu_NewGame,"New Game",
MainMenu_LoadGame,"Load",
MainMenu_ContinueGame,"Continue",
MainMenu_Settings,"Settings",
MainMenu_Codex,"Codex",
MainMenu_QuitGame,"Quit",
MainMenu_PatchNotes,"Patch Notes",
MainMenu_PatchNotesTooltip,"Open in Browser",
MainMenu_FirstTimeWelcomeTitle,"Welcome to Titan",
MainMenu_FirstTimeWelcomeBody,"\nWelcome to the *Industries of Titan Closed Beta*!\n\nThis game is still in *Development*! \nThank you for your patience as we work to add more features and improve stability.\n\nIf you have *any feedback or bug reports*, please drop by our *forums* and let us know what you think!",
MainMenu_Credits,"Credits",
MainMenu_CreditsReturn,"Return to Main Menu",
MainMenu_BYGButtonTooltip,"Open the Brace Yourself Games website",
MainMenu_DiscordButtonTooltip,"Join the discussion on the *Brace Yourself Games* Discord server!",
MainMenu_TwitterButtonTooltip,"Follow *Brace Yourself Games* on Twitter",
MainMenu_Copyright,"Copyright 2017-2020,\nBrace Yourself Games",
MainMenu_ViewFullPatchNotes,"View full patch notes",
MainMenu_ViewFullPatchNotesTooltip,"Opens in browser",
MainMenu_RoadmapButtonLabel,"View Roadmap",
MainMenu_ViewPatchNotes,"View Patch Notes",
MainMenu_KnownIssues,"Known Issues",
MainMenu_EarlyAccess_Title,"Early Access",
MainMenu_EarlyAccess_Description,"Welcome to *Industries of Titan* *Early Access*!\n\nWe are still in the process of \n",
MainMenu_PatchNotesMoreInfo,"Watch Video",
MainMenu_EarlyAccess_MainText,"*Welcome to Titan!*\n\nWe're so pleased you've chosen Titan to start your next venture! Thank you for joining us. The Council will make it worth your while.\n\nYou will find that some features are missing due to your *early arrival*, but we will be adding more as your corporation grows.\n\nYou may find unexpected bugs, what with your land being newly excavated. Please report these problems via the *Forums* or our *Discord*, so we might act upon them.\n\nWe look forward to seeing what marvellous enterprise you build here, Founder.\n\n*-The Council*",
MainMenu_EarlyAccess_CloseButtonLabel,"Start Game",
MainMenu_EarlyAccess_FromDevButtonTItle,"From the developers",
MainMenu_EarlyAccess_FromDevWindowTitle,"From the developers",
MainMenu_EarlyAccess_FromDevWindowBody,"",
MainMenu_EarlyAccess_FromDevLink,"Watch on YouTube",
MainMenu_TitanTuesday_Title,"Titan Tuesdays",
MainMenu_TitanTuesday_Tooltip,"Major updates to *Industries of Titan* are released on *first Tuesday of every month*!\nSee you on the next *Titan Tuesday*!",
MainMenu_TitanTuesday_NextContent,"Next Content Update",
MainMenu_TitanTuesday_DaysFormat,"{Days}|plural(one=DAY,other=DAYS)",
MainMenu_TitanTuesday_LiveNow,"Live Now!",
NewGameSettings_Title,"New Game",
NewGameSettings_FactionSelectionSubtitle,"Select a Faction",
NewGameSettings_FactionSelectionDescription,"Each faction has different abilities.",
NewGameSettings_FactionGameplaySubtitle,"Starting Conditions ",
NewGameSettings_FactionSelectionComingSoon,"Coming soon",
NewGameSettings_FactionSelectionConfirm,"Confirm Faction",
NewGameSettings_LocationSelectionSubtitle,"Select a Destination",
NewGameSettings_LocationSelectionDescription,"Each location on Titan has different map settings.",
NewGameSettings_LocationSelectionConfirm,"Confirm Destination",
NewGameSettings_LocationSelectionSeed,"Map generation seed:",
NewGameSettings_CustomLocationLabel,"Custom Location",
NewGameSettings_CustomLocationTitle,"Custom Location",
NewGameSettings_CustomLocationFormatText,"Lakes: {Lakes}\nCrevices: {Crevices}\nMineral Patches: {ResourcePatchesMinerals}\nIsotope Patches: {ResourcePatchesIsotopes}\nRocks: {Rocks}\nRebels: {Rebels}\nMineral Nodes: {ResourceNodesMinerals}\nIsotope Nodes: {ResourceNodesIsotopes}",
NewGameSettings_CustomLocation_Lakes,"Lakes",
NewGameSettings_CustomLocation_Mountains,"Mountains",
NewGameSettings_CustomLocation_Cracks,"Cracks",
NewGameSettings_CustomLocation_Crevices,"Crevices",
NewGameSettings_CustomLocation_MineralPatches,"Mineral Patches",
NewGameSettings_CustomLocation_IsotopePatches,"Isotope Patches",
NewGameSettings_CustomLocation_MonumentRuins,"Monument Ruins",
NewGameSettings_CustomLocation_Anomalies,"Anomalies",
NewGameSettings_CustomLocation_Rocks,"Rocks",
NewGameSettings_CustomLocation_Sinkholes,"Sinkholes",
NewGameSettings_CustomLocation_Ruins,"Ruins",
NewGameSettings_CustomLocation_EmptySpace,"Empty Space",
NewGameSettings_CustomLocation_Rebels,"Rebel Camps",
NewGameSettings_CustomLocation_MineralNodes,"Mineral Nodes",
NewGameSettings_CustomLocation_IsotopeNodes,"Isotope Nodes",
NewGameSettings_CustomLocationStep0,"None",
NewGameSettings_CustomLocationStep1,"Fewer",
NewGameSettings_CustomLocationStep2,"Normal",
NewGameSettings_CustomLocationStep3,"More",
NewGameSettings_BackToMainMenu,"Back to Main Menu",
NewGameSettings_BackToPauseMenu,"Back to Pause Menu",
NewGameSettings_BackToFactionSelection,"Back to Faction Selection",
NewGameSettings_BackToLocationSelection,"Back to Location Selection",
NewGameSettings_StartButtonLabel,"Launch Ship",
NewGameSettings_ResetToDefaultsButtonLabel,"Reset to defaults",
NewGameSettings_CancelButtonLabel,"Cancel",
NewGameSettings_ApplyButtonLabel,"Apply",
NewGameSettings_MapSizeLabel,"Map size",
NewGameSettings_MapSize0,"Small",
NewGameSettings_MapSize1,"Medium",
NewGameSettings_MapSize2,"Large",
NewGameSettings_MapSize3,"Gigantic",
NewGameSettings_EnemyCountLabel,"Enemy count",
NewGameSettings_StartingCreditsLabel,"Starting credits",
NewGameSettings_ResourceAmountLabel,"Resource amount",
NewGameSettings_ResourceAmount0,"Half",
NewGameSettings_ResourceAmount1,"1x",
NewGameSettings_ResourceAmount2,"1.5x",
NewGameSettings_ResourceAmount3,"2x",
NewGameSettings_MapSeedLabel,"Map seed",
NewGameSettings_MapSeedHint,"Enter a custom map seed",
NewGameSettings_CorporationNameLabel,"Corporation Name",
NewGameSettings_ConfirmationTitle,"Confirm New Game Settings",
NewGameSettings_ConfirmationSettings,"Settings",
NewGameSettings_ConfirmationGameMode,"Game Mode",
NewGameSettings_ConfirmationFaction,"Faction",
NewGameSettings_ConfirmationLocation,"Location",
NewGameSettings_ConfirmationDescription,"",
NewGameSettings_ConfirmationButtonLabel,"Launch Ship",
NewGameSettings_ConfirmationTutorial,"Enable Tutorials",
NewGameSettings_ConfirmationHardcoreMode,"Hardcore mode",
NewGameSettings_ConfirmationHardcoreModeExplanation,"No Active Pause\nGame Saved only on Exit\nOnly 1 save",
NewGameSettings_CorporationNameHint,"Choose a corporation name",
GameMode_Title,"Select Game Mode",
GameMode_Difficulty,"Difficulty",
PauseOverlay_MainLabel,"Paused",
PauseOverlay_SpaceToResume,"Press Space to Resume",
SettingsMenu_SettingsTitle,"Settings",
SettingsMenu_SettingsDescription,"Modify your settings.",
SettingsMenu_SettingsGameplayLabel,"Gameplay",
SettingsMenu_SettingsGraphicsLabel,"Graphics",
SettingsMenu_SettingsControlsLabel,"Controls",
SettingsMenu_SettingsAudioLabel,"Audio",
SettingsMenu_SettingsConfirmLabel,"Save & Close",
SettingsMenu_SettingsCancelLabel,"Cancel",
SettingsMenu_SettingsBackLabel,"Back",
SettingsMenu_SettingsResetToDefaultsLabel,"Reset to Defaults",
SettingsMenu_GameplayTitle,"Gameplay",
SettingsMenu_GameplayLanguage,"Language",
SettingsMenu_GraphicsBasicsHeader,"Basics",
SettingsMenu_GraphicsResolution,"Resolution",
SettingsMenu_GraphicsResolutionTooltip,"Screen resolution",
SettingsMenu_GraphicsQualityHeader,"Graphics Quality",
SettingsMenu_GraphicsOverallQuality,"Overall",
SettingsMenu_GraphicsTextureQuality,"Texture Quality",
SettingsMenu_GraphicsTextureQualityTooltip,"Higher quality textures require more graphics memory.",
SettingsMenu_GraphicsEffectsQuality,"Effects Quality",
SettingsMenu_GraphicsEffectsQualityTooltip,"Pretty explosions.",
SettingsMenu_GraphicsShadows,"Shadows Quality",
SettingsMenu_GraphicsShadowsTooltip,"Higher quality shadows are more GPU-intensive.",
SettingsMenu_GraphicsShadowQuality0,"Off",
SettingsMenu_GraphicsShadowQuality1,"Hard Shadows",
SettingsMenu_GraphicsShadowQuality2,"Soft Shadows",
SettingsMenu_GraphicsAmbientOcclusion,"Ambient Occlusion",
SettingsMenu_GraphicsAmbientOcclusionTooltip,"Ambient Occlusion shows shadows in crevices.",
SettingsMenu_GraphicsMaterialQuality,"Material Quality",
SettingsMenu_GraphicsMaterialQualityTooltip,"Changes the amount of additional effects and intricate details of materials.",
SettingsMenu_GraphicsAntiAlias,"Antialias Quality",
SettingsMenu_GraphicsAntiAliasTooltip,"Antialiasing smoothes jagged edges of polygons.",
SettingsMenu_GraphicsScreenPercentage,"Resolution Scale",
SettingsMenu_GraphicsScreenPercentageTooltip,"Render the game at a lower resolution than the window itself.",
SettingsMenu_GraphicsSSR,"Screen-space Reflections Quality",
SettingsMenu_GraphicsSSRTooltip,"Reflections shown on water and shiny shiny cars.",
SettingsMenu_GraphicsModels,"Model Quality",
SettingsMenu_GraphicsModelsTooltip,"Higher settings are more demanding when there are many citizens on-screen.",
SettingsMenu_GraphicsVSync,"VSync",
SettingsMenu_GraphicsVSyncTooltip,"VSync synchronizes the refresh rate of the game with that of your monitor. It can reduce screen tearing artifacts.",
SettingsMenu_GraphicsWideScreenMode,"Wide Screen Mode",
SettingsMenu_GraphicsWideScreenModeTooltip,"Changes the FOV scaling to work better with ultrawide monitors.",
SettingsMenu_GraphicsResolutionFormat,"{X}x{Y}",
SettingsMenu_GraphicsBloom,"Bloom",
SettingsMenu_GraphicsBloomTooltip,"Bloom makes things bloomy.",
SettingsMenu_GraphicsUserInterface,"User Interface",
SettingsMenu_GraphicsUIScale,"UI Scale",
SettingsMenu_GraphicsUIScaleTooltip,"Scales the UI",
SettingsMenu_GraphicsReduceFlashes,"Reduce Flashes",
SettingsMenu_GraphicsReduceFlashesTooltip,"Reduces or removes full-screen flash effects like lightning.",
SettingsMenu_GraphicsUIFontType,"Font",
SettingsMenu_GraphicsUIFontTypeTooltip,"Choose the default typeface to be used in the UI.\n(*Requires restart* to apply fully)",
SettingsMenu_GraphicsUIRegular,"Titan",
SettingsMenu_GraphicsUIDyslexic,"OpenDyslexic",
SettingsMenu_GraphicsConfirmResolutionTitle,"Confirm Resolution Change",
SettingsMenu_GraphicsConfirmResolutionDescription,"Either cancel or confirm your new resolution.",
SettingsMenu_GraphicsConfirmResolutionTimeLeft,"{Seconds} seconds remaining",
SettingsMenu_GraphicsConfirmResolutionButton,"Confirm",
SettingsMenu_GraphicsCancelResolutionButton,"Cancel",
SettingsMenu_GameplaySaves,"Saves",
SettingsMenu_GameplayAutosaveFrequency,"Autosave frequency",
SettingsMenu_GameplayAutosaveFrequencyTooltip,"Autosave frequency",
SettingsMenu_GameplayMaxAutosavesPerPlaythrough,"Max autosaves per Playthrough",
SettingsMenu_GameplayMaxAutosavesPerPlaythroughTooltip,"Any autosaves created above this number will overwrite the oldest autosave.",
SettingsMenu_GameplayWindowEdgePan,"Edge Scrolling",
SettingsMenu_GameplayWindowEdgePanTooltip,"When edge scrolling is enabled, the camera moves when the cursor is near the edge of the screen.",
SettingsMenu_GameplayUseBuildingCategoriesAsToggle,"Toggle categories?",
SettingsMenu_GameplayUseBuildingCategoriesAsToggleTooltip,"If enabled, the keyboard for categories acts as a toggle. If disabled, category shortcut also selects Buildings within the category.",
SettingsMenu_GameplayTutorialEnabled,"Tutorial Enabled",
SettingsMenu_GameplayTutorialEnabledTooltip,"Should the tutorial dialog and quests be shown?",
SettingsMenu_GameplayAutoAdvanceDialog,"Auto-advance dialog",
SettingsMenu_GameplayAutoAdvanceDialogTooltip,"If *On*, dialog spoken by characters will automatically move to the next page. Set to *Off* to read at your own pace.",
SettingsMenu_GameplayFastCameraTransitionsEnabled,"Fast Camera Transitions",
SettingsMenu_GameplayFastCameraTransitionsEnabledTooltip,"Enables instant camera fade when entering buildings.",
SettingsMenu_GameplayAdvancedJobCategoriesEnabled,"Advanced Job Categories",
SettingsMenu_GameplayAdvancedJobCategoriesEnabledTooltip,"Enables additional job categories for fine-tuning worker job priorities.",
SettingsMenu_GameplayAutoUpdateGridInfoOnSelect,"Automatically show selected grid",
SettingsMenu_GameplayAutoUpdateGridInfoOnSelectTooltip,"When enabled, the selected grid info at the top of the screen is changed to match the selected device/building's grid.",
SettingsMenu_GameplayAutoOverlayOnSelect,"Automatically choose overlay",
SettingsMenu_GameplayAutoOverlayOnSelectTooltip,"When enabled, the game overlay is automatically changed to match the building type selected. Selecting the HQ shows command range, selecting an Energy Plant shows the power overlay, and more.",
SettingsMenu_ControlsKeyBinding,"Key Bindings",
SettingsMenu_ControlsChooseAKeyWindowTitle,"Choose A Key",
SettingsMenu_ControlsChooseAKey,"Choose A Key",
SettingsMenu_GameplayNoBinding,"\[No binding\]",
SettingsMenu_GameplayConfirmBinding,"Confirm Key Binding",
SettingsMenu_GameplayCurrentlyBinding,"Currently binding key for:",
SettingsMenu_GameplayCurrentKey,"Current Key:",
SettingsMenu_GameplayNewKey,"New Key:",
SettingsMenu_GameplayCancelBinding,"Press {CancelButton} to cancel binding.",
SettingsMenu_GameplayWarningClashTitle,"A key binding already exists!",
SettingsMenu_GameplayWarningClashAction,"Action",
SettingsMenu_GameplayWarningClashKey,"Key",
SettingsMenu_GameplayClearBindingTooltip,"Clear this binding.",
SettingsMenu_SubtitlesEnabled,"Subtitles",
SettingsMenu_SubtitlesEnabledTooltip,"Show subtitles for intro videos and cutscenes.",
SaveDefaultNameFormat,"Manual Save #{Number}",
SaveHardcoreMode,"Hardcore Mode",
SettingsMenu_UnsavedWindow_Title,"Unsaved Settings",
SettingsMenu_UnsavedWindow_Body,"Do you want to save your changes?",
SettingsMenu_UnsavedWindow_ConfirmSave,"Save and Close",
SettingsMenu_UnsavedWindow_ConfirmWithoutSave,"Discard Changes",
SettingsMenu_UnsavedWindow_Apply,"Apply & Close",
SettingsMenu_UnsavedWindow_Cancel,"Cancel",
SettingsMenu_BindingCat_global,"Global",
SettingsMenu_BindingCat_combat,"Combat",
SettingsMenu_BindingCat_city_tileaction,"City: Tile Actions",
SettingsMenu_BindingCat_overlays,"Overlays",
SettingsMenu_BindingCat_city_building,"City: Build Menu",
SettingsMenu_BindingCat_city_tilenavigation,"City: Navigation",
SettingsMenu_BindingCat_cameracontrols,"Camera Controls",
SettingsMenu_BindingCat_speed,"Speed",
SettingsMenu_BindingCat_interior_device,"Interior: Device Placement",
SettingsMenu_BindingCat_photo_mode,"Photo Mode",
HelpMenu_Title,"Help",
HelpMenu_ViewLog,"View Log",
Action_ToggleCorpWindow,"Toggle corporation window",
Action_ToggleTechWindow,"Toggle research window",
Action_ToggleCouncilWindow,"Toggle council window",
Action_ToggleWorkerWindow,"Toggle worker windows",
Action_TogglePopulationWindow,"Toggle population windows",
Action_ToggleMigrantWindow,"Toggle migrant window",
Action_ToggleBugReporter,"Toggle bug reporter window",
Action_IncreaseGameTimeSpeed,"Increase game speed",
Action_DecreaseGameTimeSpeed,"Decrease game speed",
Action_ResetGameTimeSpeed,"Reset game speed",
Action_TogglePause,"Toggle pause",
Action_SetSpeed1x,"Set speed 1x",
Action_SetSpeed2x,"Set speed 2x",
Action_SetSpeed3x,"Set speed 3x",
Action_Commit,"Confirm/Enter Building",
Action_Cancel,"Cancel/Back/Show Pause",
Action_DestroySelected,"Destroy selected",
Action_DismantleSelected,"Dismantle selected",
Action_DuplicateSelected,"Copy selected",
Action_ToggleEnableSelected,"Enable/disable selected",
Action_TogglePrioritizeJob,"Toggle prioritized job",
Action_RotateObjectToPlaceCW,"Rotate device",
Action_RotateObjectToPlaceCCW,"Rotate device counter-clockwise",
Action_Repair,"Repair",
Action_TogglePower,"Toggle Energy",
Action_QuickSave,"Quicksave",
Action_ShowPauseMenu,"Show pause menu",
Action_PanDown,"Pan down",
Action_PanLeft,"Pan left",
Action_PanRight,"Pan right",
Action_PanUp,"Pan up",
Action_RotateCameraCW,"Rotate camera CW",
Action_RotateCameraCCW,"Rotate camera CCW",
Action_CenterCameraHome,"Center Camera / Move Camera to HQ",
Action_BoostKeyboardPanSpeed,"Pan fast modifier",
Action_Survey,"Survey Ruins",
Action_Study,"Extract Ruins",
Action_Salvage,"Salvage Ruins",
Action_Upgrade,"Upgrade Building",
Action_Connect,"Connect Building",
Action_Claim,"Claim Tile",
Action_ToggleCityBurrow,"Burrow/Unburrow City",
Action_SetNoOverlay,"Default no overlay mode",
Action_SetPlayerTerritoryOverlay,"Player territory overlay mode",
Action_SetPollutionOverlay,"Pollution overlay mode",
Action_SetPowerOverlay,"Energy overlay mode",
Action_SetTransportOverlay,"Transport overlay mode",
Action_SetXethaneOverlay,"Xethane overlay mode",
Action_SetCommandOverlay,"Command overlay mode",
Action_SelectWeapon1,"Select weapon 1",
Action_SelectWeapon2,"Select weapon 2",
Action_SelectWeapon3,"Select weapon 3",
Action_SelectWeapon4,"Select weapon 4",
Action_SelectWeapon5,"Select weapon 5",
Action_SelectWeapon6,"Select weapon 6",
Action_PlaceDeviceNameFormat,"Place {Device}",
Action_PlaceBuildingNameFormat,"Place {Building}",
Action_EnterSelectedBuildingOrShip,"Enter Building",
Action_PopView,"Exit Building",
Action_PhotoModeEnter,"Enter Photo Mode",
Action_PhotoModeExit,"Exit Photo Mode",
Action_PhotoModeFocusCamera,"Focus Camera",
Action_PhotoModeResetCamera,"Reset Camera",
Action_PhotoModeTakeShot,"Take Shot",
Action_PhotoModeToggleViewer,"Toggle Viewer",
Action_PhotoModeViwerNavigateLeft,"Viewer Navigate Left",
Action_PhotoModeViwerNavigateRight,"Viewer Navigate Right",
SettingsMenu_On,"On",
SettingsMenu_Off,"Off",
SettingsMenu_GraphicsQualityCustom,"Custom",
SettingsMenu_GraphicsQualityOff,"Off",
SettingsMenu_GraphicsQualityLowest,"Lowest",
SettingsMenu_GraphicsQualityLow,"Low",
SettingsMenu_GraphicsQualityMedium,"Medium",
SettingsMenu_GraphicsQualityHigh,"High",
SettingsMenu_GraphicsQualityHighest,"Titanic",
SettingsMenu_GraphicsFullscreenMode,"Display Mode",
SettingsMenu_GraphicsFullscreenModeTooltip,"Change how the game is displayed on-screen.",
SettingsMenu_GraphicsFullscreen,"Fullscreen",
SettingsMenu_GraphicsWindowedFullscreen,"Fullscreen borderless",
SettingsMenu_GraphicsWindowed,"Windowed",
SettingsMenu_DetectQualityButtonLabel,"Auto-detect",
SettingsMenu_AudioTitle,"Audio",
SettingsMenu_AudioMaster,"Master",
SettingsMenu_AudioMasterTooltip,"Change the overall volume of in-game audio.",
SettingsMenu_AudioSFX,"SFX",
SettingsMenu_AudioSFXTooltip,"Change volume of sound effects in-game.",
SettingsMenu_AudioMusic,"Music",
SettingsMenu_AudioMusicTooltip,"Change the volume of in-game music.",
SettingsMenu_AudioVoiceOver,"Voice Over",
SettingsMenu_AudioVoiceOverTooltip,"Change the volume of in-game dialogue.",
SettingsMenu_AudioUI,"UI",
SettingsMenu_AudioUITooltip,"Change the volume of user interface effects like button clicks and notifications.",
SettingsMenu_GraphicsTitle,"Graphics",
SaveLoadMenu_LoadTitle,"Load Game",
SaveLoadMenu_SaveTitle,"Save Game",
SaveLoadMenu_SavesTitle,"Saves",
SaveLoadMenu_PlaythroughsTitle,"Playthroughs",
SaveLoadMenu_ConfirmSaveButtonLabel,"Save Game",
SaveLoadMenu_ConfirmLoadButtonLabel,"Load Game",
SaveLoadMenu_CancelButtonLabel,"Cancel",
SaveLoadMenu_NoSaves,"No saves",
SaveLoadMenu_NoPlaythroughSelected,"Select playthrough",
SaveLoadMenu_DeletePlaythroughLabel,"Delete Playthrough",
SaveLoadMenu_DeletePlaythroughTooltip,"Delete Playthrough",
SaveLoadMenu_DeleteSaveLabel,"Delete Save",
SaveLoadMenu_PlaythroughGameColumnHead,"Game",
SaveLoadMenu_PlaythroughMapColumnHead,"Map",
SaveLoadMenu_PlaythroughModeColumnHead,"Game Mode",
SaveLoadMenu_GameSaveNameColumnHead,"Save Name",
SaveLoadMenu_GamePlaytimeColumnHead,"Playtime",
SaveLoadMenu_GameGameTimeColumnHead,"Game Time",
SaveLoadMenu_GameDateTimeColumnHead,"Date",
SaveLoadMenu_IsAutosave,"Autosave",
SaveLoadMenu_IsQuicksave,"Quicksave",
SaveLoadMenu_IsManualSave,"",
SaveLoadMenu_MostRecentPlaythrough,"Most recent playthrough",
SaveLoadMenu_OtherPlaythroughs,"Other playthroughs",
SaveLoadMenu_SaveHintText,"Enter save name",
SaveLoadMenu_Unknown,"Unknown",
SaveLoadMenu_VersionWarningTitle,"Warning",
SaveLoadMenu_VersionWarningBody,"If this save is from an earlier version of Early Access, loading from it may cause unexpected bugs.\n\nWould you like to proceed anyway?",
SaveLoadMenu_VersionWarningConfirm,"Load",
SaveLoadMenu_VersionWarningCancel,"Cancel",
SaveLoadTooltip_Metadata,"Corporate Information:",
SaveLoadTooltip_Date,"Date",
SaveLoadTooltip_Playtime,"Playtime",
SaveLoadTooltip_Version,"Version",
SaveLoadTooltip_OldVersionWarning,"This save is from a previous version of the game, it may not load correctly.",
FactionName_Landfallers,"Landfallers",
FactionName_Utopians,"Utopians",
MapName_Barrens,"Barrens",
MapName_Water,"Water",
MapName_Custom,"Custom",
ModeName_General,"Normal",
Modal_Generic_Cancel,Cancel,
Modal_Quit_Title,Quit to Main Menu?,
Modal_Quit_Body,Are you sure you wish to quit to main menu?,
Modal_Quit_Affirmative,Quit,
ShipDetails_Title,Ship Details,
ShipDetails_Hull,Hull,
ShipDetails_Hull_Tooltip,"The ship's structural integrity. When this hits zero, the ship is destroyed.",
ShipDetails_Electricity,Energy,
ShipDetails_Electricity_Tooltip,"The total [energy] power production and usage.",
ShipDetails_FuelStorage_Tooltip,"Current [fuel] storage.",
ShipDetails_ElectricityStorage_Tooltip,"Current [energy] storage.",
ShipDetails_Oxygen,O2,
ShipDetails_Oxygen_Label,"Oxygen",
ShipDetails_Oxygen_NoDevices_Label,No Devices,
ShipDetails_Oxygen_Tooltip,"Amount of oxygen available. Insufficient oxygen will damage your crew.",
ShipDetails_Oxygen_Empty_Tooltip,"Place *Life Support* Devices to increase your oxygen supply and the number of crew members you can support.",
ShipDetails_Fuel,Fuel,
ShipDetails_Fuel_Tooltip,"The ship's total remaining fuel.",
ShipDetails_Oxygen_Level0,"Crew dying",
ShipDetails_Oxygen_Level1,"Crew incapacitated",
ShipDetails_Oxygen_Level2,"Crew weakened",
ShipDetails_Oxygen_Level3,"",
ShipDetails_Oxygen_Offline,"Offline",
ShipDetails_Oxygen_Falling,"Offline",
ShipDetails_Oxygen_Falling_Tooltip,"[warn:Life Support system is offline!]",
ShipDetails_Oxygen_InsufficientLifeSupport,"Insufficient",
ShipDetails_Crew_EmptySlot,"(Employee slot)",
ShipDetails_Crew_EmptySlot_Tooltip,"This *empty Employee slot* that can be filled by placing a *Crew Pod*.",
ShipDetails_Oxygen_Online_Tooltip,"*Life Support* system is powered and *online*, providing life support for up to *3 Employees*.",
ShipDetails_Oxygen_Offline_Tooltip,"[warn:Life Support system is offline.] Power it by connecting it to an *energy-supplying Device* like a *generator* or *battery*.",
ShipDetails_Oxygen_Insufficient_Tooltip,"There are [warn:not enough Life Support Devices] to support all Employees. Place additional *Life Support* Devices.",
ShipDetails_BarNumberFormatText,"{Current}",
ShipDetails_BarUnitsFormatText,"/{Max}",
ShipDetails_ElectricityDetails_Title,"Energy Details",
ShipDetails_ElectricityDetails_Description,"Generators convert [fuel] into [energy].",
ShipDetails_ElectricityDetails_ProducersTitle,"Producers",
ShipDetails_ElectricityDetails_ConsumersTitle,"Consumers",
ShipDetails_ElectricityDetails_None,"None",
ProgressBar_DefaultFormat,{Current}/{Max},
DialogBox_PreviousPage,"Previous",
DialogBox_NextPage,"Next",
DialogBox_PageFormatText,"{CurrentPage}/{TotalPages}",
DialogBox_CloseLastPage,"Close",
ObjectivesList_Title,"Objectives",
PAX_SalvageTutorialPopup,"Try *Salvaging a Ruin*\nfor *resources*!",
PAX_CombatDemo,"ALPHA GAMEPLAY DEMO",
PAX_AlphaWatermark,"TwitchCon 2019 Demo",
PAX_Copyright,"Copyright 2017-2019, Brace Yourself Games",
PAX_PaxWest,"TWITCHCON 2019", 
PAX_ClickToStart,"Click to Start", 
PAX_Scenario0ButtonLabel,"Scenario A", 
PAX_Scenario0ButtonSubtitle,"New Game", 
PAX_Scenario0Description,"Try the game from the very beginning!", 
PAX_Scenario1ButtonLabel,"Scenario B", 
PAX_Scenario1ButtonSubtitle,"Combat Focus", 
PAX_Scenario1Description,"Prepare for combat. You will have 14 minutes to build a ship to survive!", 
PAX_ShipyardBuildLabel,"Build",
PAX_DisabledInPAXTooltip,"Coming soon!",
PAX_DemoTimeLeft,"Remaining Demo Time:",
PAX_TimeUntilNextWave,"Next Enemy Attack:",
SkipVideoLabel,"Hold *Any Key* to skip*",
LoadingScreen_01_ShipyardInterior,"Thanks to the high demand for custom ship designs, aeronautical engineers are one of Titan's most prestigious careers. They are followed closely by test pilots--though, given the high mortality rate, it's difficult to call that role a _career_.",
LoadingScreen_02_CityViewDark,"Over the past several thousand years, Titan slowly lost some of its toxic atmosphere to interactions with Saturn's magnetic field. When humans recolonized it, however, they began to rapidly rebuild that smog layer.",
LoadingScreen_03_Crevasse,"Titan's surface is lined with massive, artificial rifts. Modern scientists have many theories about how these crevasses were built--but with the creators long dead, Titan's modern citizens may never really know.",
LoadingScreen_04_WorkerLivingPod,"During their first six months on Titan, over half of new arrivals report feeling _somewhat discouraged_, _discouraged_, or _extremely discouraged_ by their living conditions. This despair generally dampens as they become accustomed to Titan's status-quo.",
LoadingScreen_05_ToxicDumping,"Titan's ruling Council has never passed a single environmental protection law. Corporations say: with no _environment_ to speak of, why should it?",
LoadingScreen_06_ViewUpAtSaturn,"Titan used to orbit along Saturn's planar axis. Titan's ancient civilization used their colossal power to change the moon's orbit... just to get a better view of the rings.",
LoadingScreen_07_CityStreetView,"On Titan, vehicular traffic and pedestrian traffic are physically separated. This increases the efficiency of road use, but also exposes pedestrians to large amounts of atmospheric pollution.",
