Key,SourceString,Comment
ShipConstruction_Requirement_EnoughWorkers_Met_Tooltip,"La nave ha almeno {WorkerNumber} *{WorkerNumber}|plural(one=Impiegato,other=Impiegati)*.\n\n_Può avere almeno un *Impiegato* per ogni *Unità equipaggio*._",
ShipConstruction_Requirement_DevicesAllComplete,Dispositivo in costruzione,
ShipConstruction_Requirement_DevicesAllComplete_Tooltip,Tutti i Dispositivi devono essere completati prima del decollo,
ShipConstruction_Requirement_Generator,Generatore richiesto,
ShipConstruction_Requirement_Generator_Met_Tooltip,La nave ha 1 [device:DEVICE_GENERATOR].,
ShipConstruction_Requirement_Generator_Tooltip,La nave deve avere 1 [device:DEVICE_GENERATOR].,
ShipConstruction_Requirement_FuelTank,Serbatoio di Carburante richiesto,
ShipConstruction_Requirement_FuelTank_Tooltip,La nave deve avere un *Serbatoio di Carburante*.,
ShipConstruction_Requirement_NoWorkersOnTheWay,[employees] non ancora a bordo,
ShipConstruction_Requirement_NoWorkersOnTheWay_Tooltip,[employees] assegnati alla nave ancora in dirittura di arrivo. Impossibile lanciare finché non sono arrivati.,
ShipConstruction_RequiredDevice_Tooltip,Richiesto per il decollo.,
ShipConstruction_ShipDetailsLabel,Dettagli nave,
ShipConstruction_WeaponSlotsTitle,Slot armi:,
ShipConstruction_ShipTilesTitle,Caselle nave:,
ShipConstruction_ProgressPanelResourcesTitle,Raccolta Risorse,
ShipConstruction_ProgressPanelConstructionTitle,Nave in costruzione,
ShipConstruction_CursorActionTooltip_Confirm,Posiziona,
ShipConstruction_CursorActionTooltip_Rotate,Ruota,
ShipConstruction_CursorActionTooltip_Cancel,Annulla,
ShipConstruction_WorkerCountLabel,Lavoratori:,
ShipConstruction_BuildSpeedLabel,Velocità di costruzione:,
ShipConstruction_BuildSpeedFormat,{Speed}x,
ShipConstruction_CrewButton_NoWorker,Nessun lavoratore assegnato,
ShipConstruction_CrewButton_WorkerOnTheWay,Lavoratore in arrivo,
ShipConstruction_CrewButton_NoEscapePod,Nessuna Unità equipaggio,
ShipConstruction_CrewButton_CannotAssignNoPower,"Impossibile assegnare lavoratore, l'Unità equipaggio richiede Energia",
ShipConstruction_SaleFormatText,+â‚®{0},
ShipConstruction_BuyFormatText,-â‚®{0},
DevicePopup_Problems,Problemi,
DeviceProblemIconPopup_Crew,Necessita equipaggio.\n\n_Il Dispositivo richiede un memebro dell'equipaggio per funzionare._,
DeviceProblemIconPopup_Fuel,[fuel] insufficiente.\n\n_Questo Dispositivo ha bisogno di [fuel] per funzionare. Posiziona altri *Serbatoi di Carburante*._,
DeviceProblemIconPopup_Power,[energy] insufficiente.\n\n_[energy] insufficiente per alimentare questo Dispositivo. Posiziona altri *Generatori* o *Batterie*.,
DeviceProblemIconPopup_Pathfinding,"*Impossibile raggiungere abbastanza Unità equipaggio* da questo Dispositivo.\n\n_*Gli Impiegati iniziano dalle Unità equipaggio*, e devono essere capaci di *camminare fino al Dispositivo* per attivarlo._",
DevicePopup_DeviceDisabled,Disattivato,
ShipConstruction_Title,Progettazione navi,
ShipConstruction_Hull_Subtitle,Prima di tutto seleziona uno scafo.,
ShipConstruction_Devices_Subtitle,Seleziona i Dispositivi con cui riempire la tua nave.,
ShipConstruction_Hull_Cost,Crediti:,
ShipConstruction_Hull_HullHP,Scafo,
ShipConstruction_Hull_WeaponCount,Armi,
ShipConstruction_WeaponSlot_Empty,Vuoto,
ShipConstruction_WeaponSlot_Empty_Tooltip,Posiziona un *Dispositivo arma* per riempire questo slot.,
_Replacement_Electricity_NoPayload,Energia,
_Replacement_Electricity_Payload,{0} Energia,
_Replacement_Electricity_Tooltip,I *Dispositivi* richiedono [energy] per funzionare. L'[energy] è prodotta dal [device:DEVICE_GENERATOR] e altri Dispositivi.,
_Replacement_Fuel_NoPayload,Carburante,
_Replacement_Fuel_Payload,{0} Carburante,
_Replacement_Fuel_Tooltip,Le navi sono alimentati dal [fuel].,
_Replacement_Credits_NoPayload,Crediti,
_Replacement_Credits_Payload,"{0} {0}|plural(one=Credito,other=Crediti)",
_Replacement_Credits_Tooltip,I [credits] sono usati per comprare molte cose su Titano.\nI [credits] sono generati dai [citizens] che lavorano nelle [device:DEVICE_WORKSTATION] e negli *Uffici*.,
_Replacement_Population_NoPayload,Cittadino,
_Replacement_Population_NoPayloadPlural,Cittadini,
_Replacement_Population_Payload,"{0} {0}|plural(one=Cittadino,other=Cittadini)",
_Replacement_Population_Tooltip,I *Cittadini* che vivono nella tua Città possono generare *Crediti* o essere convertiti in *Impiegati*. Possono essere ottenuti tramite le *Migrazioni extra-mondo* nell'*Astroporto*.,
_Replacement_Worker_NoPayload,Impiegato,
_Replacement_Worker_NoPayloadPlural,Impiegati,
_Replacement_Worker_Payload,"{0} {0}|plural(one=Impiegato,other=Impiegati)",
_Replacement_Worker_Tooltip,Gli *Impiegati* lavorano senza mai riposarsi. Vengono convertiti dai *Cittadini* tramite una *Capsula di conversione*.,
_Replacement_Hull_NoPayload,PS Scafo,
_Replacement_Hull_Payload,{0} PS Scafo,
_Replacement_Hull_Tooltip,"L'integrità strutturale della nave. Quando raggiunge zero, la nave esplode.",
_Replacement_Mineral_NoPayload,Minerale,
_Replacement_Mineral_NoPayloadPlural,Minerali,
_Replacement_Mineral_Payload,"{0} {0}|plural(one=Minerale,other=Minerali)",
_Replacement_Mineral_Tooltip,I *Minerali* sono delle risorse *comuni* usate in costruzione. Possono essere ottenuti *recuperando le Rovine* o *estraendo* nei Nodo Minerali.,
_Replacement_Isotope_NoPayload,Isotopo,
_Replacement_Isotope_NoPayloadPlural,Isotopi,
_Replacement_Isotope_Payload,"{0} {0}|plural(one=Isotopo,other=Isotopi)",
_Replacement_Isotope_Tooltip,Gli *Isotopi* sono delle risorse *rare* usate in costruzione. Possono essere ottenuti *recuperando le Rovine* o *estraendo* nei Nodo Isotopi.,
_Replacement_Influence_NoPayload,Influenza,
_Replacement_Influence_Payload,{0} Influenza,
_Replacement_Influence_Tooltip,*Influenza* è una valuta che può essere spesa in cambio di favori dal Consiglio. L'*Influenza* viene guadagnata naturalmente nel tempo in base ai tuoi rapporti con il Consiglio. Costruisci i *Monumenti al Consiglio* per aumentare il tuo guadagno di Influenza.,
_Replacement_LivingSpace_NoPayload,Spazio abitativo,
_Replacement_LivingSpace_Payload,{0} Spazio abitativo,
_Replacement_LivingSpace_Tooltip,Lo [livingspace] rappresenta quanti [citizens] possono trovare alloggio. Costruisci le *Unità abitative* o gli *Edifici residenziali* per aumentarlo.,
PausemenuButton_Tooltip,Menu Pausa,
Pausemenu_Title,In pausa,
Pausemenu_Description,,
Pausemenu_ResumeButton,Riprendi,
PauseMenu_RestartCombatButton,Ricomincia Combattimento,
PauseMenu_QuicksaveGameButton,Salvataggio rapido,
PauseMenu_LoadGameButton,Carica,
PauseMenu_SaveGameButton,Salva,
PauseMenu_HardcoreModeTooltip,Salvataggi manuali non disponibili in modalità Hardcore.,
PauseMenu_SettingsButton,Impostazioni,
PauseMenu_HelpButton,Aiuto,
PauseMenu_QuitToMainMenuButton,Esci al menu principale,
PauseMenu_QuitGameButton,Esci dal gioco,
PauseMenu_QuitToMainMenuConfirmationTitle,Uscire al menu principale?,
PauseMenu_QuitToMainMenuConfirmationBody,Vuoi davvero uscire al menu principale?,
PauseMenu_QuitToMainMenuConfirmationConfirm,Esci al menu principale,
PauseMenu_QuitToMainMenuConfirmationCancel,Annulla,
PauseMenu_QuitToDesktopConfirmationTitle,Esci dal gioco?,
PauseMenu_QuitToDesktopConfirmationBody,Vuoi davvero uscire al desktop?,
PauseMenu_QuitToDesktopConfirmationConfirm,Esci dal gioco,
PauseMenu_QuitToDesktopConfirmationCancel,Annulla,
MainMenu_NewGame,Nuova partita,
MainMenu_LoadGame,Carica,
MainMenu_ContinueGame,Continua,
MainMenu_Settings,Impostazioni,
MainMenu_Codex,Codex,
MainMenu_QuitGame,Esci,
MainMenu_PatchNotes,Note sulla patch,
MainMenu_PatchNotesTooltip,Apri in browser,
MainMenu_FirstTimeWelcomeTitle,Ti diamo il benvenuto su Titano,
MainMenu_FirstTimeWelcomeBody,"\nTi diamo il benvenuto alla *Closed Beta di Industries*!\n\nQuesto gioco è ancora in *sviluppo*! \nTi ringraziamo per la tua pazienza mentre siamo al lavoro per aggiungere nuove caratteristiche e migliorare l stabilità.\n\nSe hai qualsiasi *feedback o segnalazione di bug*, vieni pure nei nostri *forum* e facci sapere cosa ne pensi!",
MainMenu_Credits,Riconoscimenti,
MainMenu_CreditsReturn,Ritorna al menu principale,
MainMenu_BYGButtonTooltip,Apri il sito di Brace Yourself Games,
MainMenu_DiscordButtonTooltip,Unisciti alla discussione sul server Discord di *Brace Yourself Games*!,
MainMenu_TwitterButtonTooltip,Segui *Brace Yourself Games* su Twitter,
MainMenu_Copyright,"Copyright 2017-2020,\nBrace Yourself Games",
MainMenu_ViewFullPatchNotes,Vedi le note complete sulla patch,
MainMenu_ViewFullPatchNotesTooltip,Apri in browser,
MainMenu_RoadmapButtonLabel,Vedi Roadmap,
MainMenu_ViewPatchNotes,Vedi le note sulla patch,
MainMenu_KnownIssues,Problemi noti,
MainMenu_EarlyAccess_Title,Early Access,
MainMenu_EarlyAccess_Description,Ti diamo il benvenuto a *Industries of Titan* *Early Access*!\n\nSiamo ancora al lavoro su \n,
MainMenu_PatchNotesMoreInfo,Guarda video,
MainMenu_EarlyAccess_MainText,"*Ti diamo il benvenuto su Titano!*\n\nSiamo molto felici che tu abbia scelto Titano come tua nuova impresa! Grazie per essere qui con noi. Il Consiglio farà valere questa tua scelta.\n\nTroverai che alcune caratteristiche sono mancanti a causa del tuo *arrivo anticipato*, ma le aggiungeremo man mano che la tua Corporazione si espande.\n\nPotresti trovare dei bug inaspettati, mentre scavi a fondo nella tua nuova proprietà. Ti preghiamo di riportare ogni cosa tramite i *Forum* o il nostro *Discord*, in modo da poter agire su di essi.\n\nSiamo impazienti di vedere quale meravigliosa impresa costruirai qui, Fondatore.\n\n*-Il Consiglio*",
MainMenu_EarlyAccess_CloseButtonLabel,Inizia partita,
MainMenu_EarlyAccess_FromDevButtonTItle,Dagli sviluppatori,
MainMenu_EarlyAccess_FromDevWindowTitle,Dagli sviluppatori,
MainMenu_EarlyAccess_FromDevWindowBody,,
MainMenu_EarlyAccess_FromDevLink,Guarda su YouTube,
MainMenu_TitanTuesday_Title,Martedì Titanici,
MainMenu_TitanTuesday_Tooltip,Gli aggiornamenti più importanti a *Industries of Titan* saranno rilasciati il *primo martedì di ogni mese*!\nCi vediamo al prossimo *Martedì Titanico*!,
MainMenu_TitanTuesday_NextContent,Prossimo aggiornamento di contenuti,
MainMenu_TitanTuesday_DaysFormat,"{Days}|plural(one=GIORNO,other=GIORNI)",
MainMenu_TitanTuesday_LiveNow,Live ora!,
NewGameSettings_Title,Nuova partita,
NewGameSettings_FactionSelectionSubtitle,Scegli una fazione,
NewGameSettings_FactionSelectionDescription,Ogni fazione ha abilità differenti.,
NewGameSettings_FactionGameplaySubtitle,Condizioni iniziali ,
NewGameSettings_FactionSelectionComingSoon,Prossimamente,
NewGameSettings_FactionSelectionConfirm,Conferma fazione,
NewGameSettings_LocationSelectionSubtitle,Seleziona una destinazione,
NewGameSettings_LocationSelectionDescription,Ogni luogo su Titano ha delle impostazioni di mappa differenti.,
NewGameSettings_LocationSelectionConfirm,Conferma destinazione,
NewGameSettings_LocationSelectionSeed,Seed generazione mappa:,
NewGameSettings_CustomLocationLabel,Luogo personalizzato,
NewGameSettings_CustomLocationTitle,Luogo personalizzato,
NewGameSettings_CustomLocation_Lakes,Laghi,
NewGameSettings_CustomLocation_Mountains,Montagne,
NewGameSettings_CustomLocation_Cracks,Crepe,
NewGameSettings_CustomLocation_Crevices,Fessure,
NewGameSettings_CustomLocation_MineralPatches,Campi di Minerali,
NewGameSettings_CustomLocation_IsotopePatches,Campi di Isotopi,
NewGameSettings_CustomLocation_MonumentRuins,Rovine Monumenti,
NewGameSettings_CustomLocation_Anomalies,Anomalie,
NewGameSettings_CustomLocation_Rocks,Rocce,
NewGameSettings_CustomLocation_Sinkholes,Fosse,
NewGameSettings_CustomLocation_Ruins,Rovine,
NewGameSettings_CustomLocation_EmptySpace,Spazio vuoto,
NewGameSettings_CustomLocation_Rebels,Campi Ribelli,
NewGameSettings_CustomLocation_MineralNodes,Nodi Minerali,
NewGameSettings_CustomLocation_IsotopeNodes,Nodi Isotopi,
NewGameSettings_CustomLocationStep0,Nessuno,
NewGameSettings_CustomLocationStep1,Pochi,
NewGameSettings_CustomLocationStep2,Normali,
NewGameSettings_CustomLocationStep3,Di più,
NewGameSettings_BackToMainMenu,Indietro al menu principale,
NewGameSettings_BackToPauseMenu,Indietro al menu di pausa,
NewGameSettings_BackToFactionSelection,Indietro alla selezione fazione,
NewGameSettings_BackToLocationSelection,Indietro alla selezione luogo,
NewGameSettings_StartButtonLabel,Lancia nave,
NewGameSettings_ResetToDefaultsButtonLabel,Reimposta ai predefiniti,
NewGameSettings_CancelButtonLabel,Annulla,
NewGameSettings_ApplyButtonLabel,Applica,
NewGameSettings_MapSizeLabel,Dimensione mappa,
NewGameSettings_MapSize0,Piccola,
NewGameSettings_MapSize1,Media,
NewGameSettings_MapSize2,Grande,
NewGameSettings_MapSize3,Gigante,
NewGameSettings_EnemyCountLabel,Numero nemici,
NewGameSettings_StartingCreditsLabel,Crediti iniziali,
NewGameSettings_ResourceAmountLabel,Quantità Risorse,
NewGameSettings_ResourceAmount0,Metà,
NewGameSettings_ResourceAmount1,1x,
NewGameSettings_ResourceAmount2,"1,5x",
NewGameSettings_ResourceAmount3,2x,
NewGameSettings_MapSeedLabel,Seed mappa,
NewGameSettings_MapSeedHint,Inserisci un seed mappa personalizzato,
NewGameSettings_CorporationNameLabel,Nome Corporazione,
NewGameSettings_ConfirmationTitle,Conferma impostazioni nuova partita,
NewGameSettings_ConfirmationSettings,Impostazioni,
NewGameSettings_ConfirmationGameMode,Modalità partita,
NewGameSettings_ConfirmationFaction,Fazione,
NewGameSettings_ConfirmationLocation,Luogo,
NewGameSettings_ConfirmationDescription,,
NewGameSettings_ConfirmationButtonLabel,Lancia nave,
NewGameSettings_ConfirmationTutorial,Attiva tutorial,
NewGameSettings_ConfirmationHardcoreMode,Modalità Hardcore,
NewGameSettings_ConfirmationHardcoreModeExplanation,Nessuna pausa attiva\nPartita salvata solo all'uscita\nSolo 1 salvataggio,
NewGameSettings_CorporationNameHint,Scegli il nome della Corporazione,
GameMode_Title,Scegli modalità di gioco,
GameMode_Difficulty,Difficoltà,
PauseOverlay_MainLabel,In pausa,
PauseOverlay_SpaceToResume,Premi Spazio per riprendere,
SettingsMenu_SettingsTitle,Impostazioni,
SettingsMenu_SettingsDescription,Modifica le tue impostazioni.,
SettingsMenu_SettingsGameplayLabel,Gioco,
SettingsMenu_SettingsGraphicsLabel,Grafica,
SettingsMenu_SettingsControlsLabel,Comandi,
SettingsMenu_SettingsAudioLabel,Audio,
SettingsMenu_SettingsConfirmLabel,Salva e Chiudi,
SettingsMenu_SettingsCancelLabel,Annulla,
SettingsMenu_SettingsBackLabel,Indietro,
SettingsMenu_SettingsResetToDefaultsLabel,Reimposta ai predefiniti,
SettingsMenu_GameplayTitle,Gioco,
SettingsMenu_GameplayLanguage,Lingua,
SettingsMenu_GraphicsBasicsHeader,Basi,
SettingsMenu_GraphicsResolution,Risoluzione,
SettingsMenu_GraphicsResolutionTooltip,Risoluzione schermo,
SettingsMenu_GraphicsQualityHeader,Qualità grafica,
SettingsMenu_GraphicsOverallQuality,Generale,
SettingsMenu_GraphicsTextureQuality,Qualità texture,
SettingsMenu_GraphicsTextureQualityTooltip,Una qualità texture maggiore richiede più memoria grafica.,
SettingsMenu_GraphicsEffectsQuality,Qualità effetti,
SettingsMenu_GraphicsEffectsQualityTooltip,Esplosioni belle.,
SettingsMenu_GraphicsShadows,Qualità ombre,
SettingsMenu_GraphicsShadowsTooltip,Una qualità ombre maggiore richiede maggiore sforzo GPU.,
SettingsMenu_GraphicsShadowQuality0,No,
SettingsMenu_GraphicsShadowQuality1,Ombre rigide,
SettingsMenu_GraphicsShadowQuality2,Ombre morbide,
SettingsMenu_GraphicsAmbientOcclusion,Occlusione Ambiente,
SettingsMenu_GraphicsAmbientOcclusionTooltip,L'Occlusione Ambiente mostra le ombre nelle fessure.,
SettingsMenu_GraphicsMaterialQuality,Qualità materiali,
SettingsMenu_GraphicsMaterialQualityTooltip,Cambia la quantità degli effetti aggiuntivi e i dettagli intricati dei materiali.,
SettingsMenu_GraphicsAntiAlias,Qualità Antialias,
SettingsMenu_GraphicsAntiAliasTooltip,L'Antialias leviga i bordi appuntiti dei poligoni.,
SettingsMenu_GraphicsScreenPercentage,Scala risoluzione,
SettingsMenu_GraphicsScreenPercentageTooltip,Renderizza il gioco a una risoluzione minore della finestra stessa.,
SettingsMenu_GraphicsSSR,Qualità riflessi spaziali,
SettingsMenu_GraphicsSSRTooltip,Riflessi mostrati sull'acqua e sulle auto belle splendenti.,
SettingsMenu_GraphicsModels,Qualità modelli,
SettingsMenu_GraphicsModelsTooltip,Delle impostazioni più elevate sono più pesanti quanti ci sono molti cittadini sullo schermo.,
SettingsMenu_GraphicsVSync,VSync,
SettingsMenu_GraphicsVSyncTooltip,VSync sincronizza la frequenza di refresh del gioco con quella del monitor. Riduce gli artefatti video.,
SettingsMenu_GraphicsWideScreenMode,Modalità schermo largo,
SettingsMenu_GraphicsWideScreenModeTooltip,Cambia la scala del FOV per funzionare meglio con i monitor ultrawide.,
SettingsMenu_GraphicsResolutionFormat,{X}x{Y},
SettingsMenu_GraphicsBloom,Bloom,
SettingsMenu_GraphicsBloomTooltip,Bloom rende le cose vaporose.,
SettingsMenu_GraphicsUserInterface,Interfaccia utente,
SettingsMenu_GraphicsUIScale,Scala IU,
SettingsMenu_GraphicsUIScaleTooltip,Scala l'IU.,
SettingsMenu_GraphicsReduceFlashes,Riduce lampi,
SettingsMenu_GraphicsReduceFlashesTooltip,"Riduce o rimuove gli effetti lampo a tutto schermo, come i fulmini.",
SettingsMenu_GraphicsUIFontType,Font,
SettingsMenu_GraphicsUIFontTypeTooltip,Scegli il font di base da utilizzare nella IU.\n(*Richiede il riavvio* per applicare tutto),
SettingsMenu_GraphicsUIRegular,Titan,
SettingsMenu_GraphicsUIDyslexic,OpenDyslexic,
SettingsMenu_GraphicsConfirmResolutionTitle,Conferma cambio di risoluzione,
SettingsMenu_GraphicsConfirmResolutionDescription,Annulla o conferma il cambio di risoluzione.,
SettingsMenu_GraphicsConfirmResolutionTimeLeft,{Seconds} secondi rimanenti,
SettingsMenu_GraphicsConfirmResolutionButton,Conferma,
SettingsMenu_GraphicsCancelResolutionButton,Annulla,
SettingsMenu_GameplaySaves,Salvataggi,
SettingsMenu_GameplayAutosaveFrequency,Frequenza autosalvataggio,
SettingsMenu_GameplayAutosaveFrequencyTooltip,Frequenza autosalvataggio,
SettingsMenu_GameplayMaxAutosavesPerPlaythrough,Autosalvataggi massimi per Playthrough,
SettingsMenu_GameplayMaxAutosavesPerPlaythroughTooltip,Qualsiasi autosalvataggio oltre questo numero sovrascriverà quelli più vecchi.,
SettingsMenu_GameplayWindowEdgePan,Spostamenti bordi,
SettingsMenu_GameplayWindowEdgePanTooltip,"Quando lo Spostamenti bordi è attivato, la visuale si sposterà quando il cursore è vicino al bordo dello schermo.",
SettingsMenu_GameplayUseBuildingCategoriesAsToggle,Attiva/disattiva categorie?,
SettingsMenu_GameplayUseBuildingCategoriesAsToggleTooltip,"Se attivato, la tastiera agisce come interruttore per le categorie. Se disattivato, la scorciatoia delle categorie seleziona anche gli Edifici nella categoria.",
SettingsMenu_GameplayTutorialEnabled,Tutorial attivati,
SettingsMenu_GameplayTutorialEnabledTooltip,Vuoi mostrare la schermata dei tutorial e delle missioni?,
SettingsMenu_GameplayAutoAdvanceDialog,Schermata auto-avanzamento,
SettingsMenu_GameplayAutoAdvanceDialogTooltip,"Se *Sì*, i dialoghi dei personaggi avanzeranno automaticamente alla pagina successiva. Imposta su *No* per leggere con il tuo ritmo.",
SettingsMenu_GameplayFastCameraTransitionsEnabled,Transizioni veloci visuale,
SettingsMenu_GameplayFastCameraTransitionsEnabledTooltip,Attiva la dissolvenza veloce della visuale quando si entra negli edifici.,
SettingsMenu_GameplayAdvancedJobCategoriesEnabled,Categorie avanzate lavori,
SettingsMenu_GameplayAdvancedJobCategoriesEnabledTooltip,Attiva le categorie avanzate dei lavori per aggiustare di precisione le priorità dei compiti.,
SettingsMenu_GameplayAutoUpdateGridInfoOnSelect,Mostra in automatico la rete selezionata,
SettingsMenu_GameplayAutoUpdateGridInfoOnSelectTooltip,"Quando attivata, le informazioni della rete selezionata in cima alla schermata cambiano per mostrare quelle della rete dell'edificio/dispositivo selezionato.",
SettingsMenu_GameplayAutoOverlayOnSelect,Scegli automaticamente overlay,
SettingsMenu_GameplayAutoOverlayOnSelectTooltip,"Se attivato, l'overlay di gioco viene cambiato automaticamente per corrispondere al tipo di edificio selezionato. Selezionando il QG mostra il territorio, una Centrale energetica mostra l'alimentazione, e altro.",
SettingsMenu_ControlsKeyBinding,Assegnazioni tasti,
SettingsMenu_ControlsChooseAKeyWindowTitle,Scegli un tasto,
SettingsMenu_ControlsChooseAKey,Scegli un tasto,
SettingsMenu_GameplayNoBinding,\[No binding\],
SettingsMenu_GameplayConfirmBinding,Conferma assegnazione tasto,
SettingsMenu_GameplayCurrentlyBinding,Assegna il tasto per:,
SettingsMenu_GameplayCurrentKey,Tasto attuale:,
SettingsMenu_GameplayNewKey,Nuovo tasto:,
SettingsMenu_GameplayCancelBinding,Premi {CancelButton} per annullare l'assegnazione.,
SettingsMenu_GameplayWarningClashTitle,Un'assegnazione già esiste!,
SettingsMenu_GameplayWarningClashAction,Azione,
SettingsMenu_GameplayWarningClashKey,Tasto,
SettingsMenu_GameplayClearBindingTooltip,Rimuovi questa assegnazione.,
SettingsMenu_SubtitlesEnabled,Sottotitoli,
SettingsMenu_SubtitlesEnabledTooltip,Mostra i sottotitoli per il filmato di introduzione e gli intermezzi.,
SaveDefaultNameFormat,Salvataggio manuale #{Number},
SaveHardcoreMode,Modalità Hardcore,
SettingsMenu_UnsavedWindow_Title,Impostazioni non salvate,
SettingsMenu_UnsavedWindow_Body,Vuoi salvare i cambiamenti?,
SettingsMenu_UnsavedWindow_ConfirmSave,Salva e chiudi,
SettingsMenu_UnsavedWindow_ConfirmWithoutSave,Scarta cambiamenti,
SettingsMenu_UnsavedWindow_Apply,Applica e chiudi,
SettingsMenu_UnsavedWindow_Cancel,Annulla,
SettingsMenu_BindingCat_global,Globale,
SettingsMenu_BindingCat_combat,Combattimento,
SettingsMenu_BindingCat_city_tileaction,Città: Azioni Caselle,
SettingsMenu_BindingCat_overlays,Overlay,
SettingsMenu_BindingCat_city_building,Città: Menu costruzione,
SettingsMenu_BindingCat_city_tilenavigation,Città: Navigazione,
SettingsMenu_BindingCat_cameracontrols,Comandi visuale,
SettingsMenu_BindingCat_speed,Velocità,
SettingsMenu_BindingCat_interior_device,Interno: Piazzamento Dispositivi,
SettingsMenu_BindingCat_photo_mode,Modalità fotografica,
HelpMenu_Title,Aiuto,
HelpMenu_ViewLog,Mostra Log,
Action_ToggleCorpWindow,Attiva/disattiva finestra Corporazione,
Action_ToggleTechWindow,Attiva/disattiva finestra Ricerca,
Action_ToggleCouncilWindow,Attiva/disattiva finestra Consiglio,
Action_ToggleWorkerWindow,Attiva/disattiva finestra Impiegati,
Action_TogglePopulationWindow,Attiva/disattiva finestra Popolazione,
Action_ToggleMigrantWindow,Attiva/disattiva finestra Migranti,
Action_ToggleBugReporter,Attiva/disattiva finestra Segnalazione bug,
Action_IncreaseGameTimeSpeed,Aumenta velocità di gioco,
Action_DecreaseGameTimeSpeed,Riduci velocità di gioco,
Action_ResetGameTimeSpeed,Reimposta velocità di gioco,
Action_TogglePause,Attiva/disattiva Pausa,
Action_SetSpeed1x,Imposta velocità 1x,
Action_SetSpeed2x,Imposta velocità 2x,
Action_SetSpeed3x,Imposta velocità 3x,
Action_Commit,Conferma/Entra Edificio,
Action_Cancel,Annulla/Indietro/Mostra Pausa,
Action_DestroySelected,Distruggi selezionato,
Action_DismantleSelected,Smantella selezionato,
Action_DuplicateSelected,Copia selezionato,
Action_ToggleEnableSelected,Attiva/disattiva selezionato,
Action_TogglePrioritizeJob,Attiva/disattiva lavoro prioritario,
Action_RotateObjectToPlaceCW,Ruota Dispositivo,
Action_RotateObjectToPlaceCCW,Ruota Dispositivo anti-orario,
Action_Repair,Ripara,
Action_TogglePower,Attiva/disattiva Energia,
Action_QuickSave,Salvataggio rapido,
Action_ShowPauseMenu,Mostra menu pausa,
Action_PanDown,Muovi visuale giù,
Action_PanLeft,Muovi visuale sinistra,
Action_PanRight,Muovi visuale destra,
Action_PanUp,Muovi visuale su,
Action_RotateCameraCW,Ruota visuale orario,
Action_RotateCameraCCW,Ruota visuale anti-orario,
Action_CenterCameraHome,Centra visuale/Muovi visuale al QG,
Action_BoostKeyboardPanSpeed,Modificatore movimento visuale,
Action_Survey,Ispeziona Rovine,
Action_Study,Riesuma Rovine,
Action_Salvage,Recupera Rovine,
Action_Upgrade,Migliora Edificio,
Action_Connect,Connetti Edificio,
Action_Claim,Reclama Casella,
Action_ToggleCityBurrow,Sotterra/Disotterra Città,
Action_SetNoOverlay,Modalità predefinita no overlay,
Action_SetPlayerTerritoryOverlay,Modalità overlay Territorio giocatore,
Action_SetPollutionOverlay,Modalità overlay Inquinamento,
Action_SetPowerOverlay,Modalità overlay Energia,
Action_SetTransportOverlay,Modalità overlay Trasporti,
Action_SetXethaneOverlay,Modalità overlay Xetano,
Action_SetCommandOverlay,Modalità overlay Comando,
Action_SelectWeapon1,Seleziona arma 1,
Action_SelectWeapon2,Seleziona arma 2,
Action_SelectWeapon3,Seleziona arma 3,
Action_SelectWeapon4,Seleziona arma 4,
Action_SelectWeapon5,Seleziona arma 5,
Action_SelectWeapon6,Seleziona arma 6,
Action_PlaceDeviceNameFormat,Posiziona {Device},
Action_PlaceBuildingNameFormat,Posiziona {Building},
Action_EnterSelectedBuildingOrShip,Entra Edificio,
Action_PopView,Esci Edificio,
Action_PhotoModeEnter,Entra in modalità fotografica,
Action_PhotoModeExit,Esci da modalità fotografica,
Action_PhotoModeFocusCamera,Fuoco visuale,
Action_PhotoModeResetCamera,Reimposta visuale,
Action_PhotoModeTakeShot,Fai foto,
Action_PhotoModeToggleViewer,Attiva/disattiva visualizzatore,
Action_PhotoModeViwerNavigateLeft,Naviga sinistra visualizzatore,
Action_PhotoModeViwerNavigateRight,Naviga destra visualizzatore,
SettingsMenu_On,Sì,
SettingsMenu_Off,No,
SettingsMenu_GraphicsQualityCustom,Personalizzato,
SettingsMenu_GraphicsQualityOff,No,
SettingsMenu_GraphicsQualityLowest,Più bassa,
SettingsMenu_GraphicsQualityLow,Bassa,
SettingsMenu_GraphicsQualityMedium,Media,
SettingsMenu_GraphicsQualityHigh,Alta,
SettingsMenu_GraphicsQualityHighest,Titanica,
SettingsMenu_GraphicsFullscreenMode,Modalità schermo,
SettingsMenu_GraphicsFullscreenModeTooltip,Cambia come viene visualizzato il gioco su schermo.,
SettingsMenu_GraphicsFullscreen,Schermo intero,
SettingsMenu_GraphicsWindowedFullscreen,Schermo intero senza bordi,
SettingsMenu_GraphicsWindowed,In finestra,
SettingsMenu_DetectQualityButtonLabel,Rilevazione automatica,
SettingsMenu_AudioTitle,Audio,
SettingsMenu_AudioMaster,Principale,
SettingsMenu_AudioMasterTooltip,Cambia il volume generale del gioco.,
SettingsMenu_AudioSFX,SFX,
SettingsMenu_AudioSFXTooltip,Cambio il volume degli effetti sonori nel gioco.,
SettingsMenu_AudioMusic,Musica,
