Key,SourceString,Comment
MainMenu_BYGButtonTooltip,Apri il sito di Brace Yourself Games,
MainMenu_DiscordButtonTooltip,Unisciti alla discussione sul server Discord di *Brace Yourself Games*!,
MainMenu_TwitterButtonTooltip,Segui *Brace Yourself Games* su Twitter,
MainMenu_Copyright,"Copyright 2017-2020, Brace Yourself Games",
MainMenu_ViewFullPatchNotes,Vedi le note complete sulla patch,
MainMenu_ViewFullPatchNotesTooltip,Apri in browser,
MainMenu_RoadmapButtonLabel,Vedi Roadmap,
MainMenu_ViewPatchNotes,Vedi le note sulla patch,
MainMenu_KnownIssues,Problemi noti,
MainMenu_EarlyAccess_Title,Early Access,
MainMenu_EarlyAccess_Description,Ti diamo il benvenuto a *Industries of Titan* *Early Access*!\n\nSiamo ancora al lavoro su \n,
MainMenu_PatchNotesMoreInfo,Guarda video,
MainMenu_EarlyAccess_MainText,"*Ti diamo il benvenuto su Titano!*\n\nSiamo molto felici che tu abbia scelto Titano come tua nuova impresa! Grazie per essere qui con noi. Il Consiglio farà valere questa tua scelta.\n\nTroverai che alcune caratteristiche sono mancanti a causa del tuo *arrivo anticipato*, ma le aggiungeremo man mano che la tua Corporazione si espande.\n\nPotresti trovare dei bug inaspettati, mentre scavi a fondo nella tua nuova proprietà. Ti preghiamo di riportare ogni cosa tramite i *Forum* o il nostro *Discord*, in modo da poter agire su di essi.\n\nSiamo impazienti di vedere quale meravigliosa impresa costruirai qui, Fondatore.\n\n*-Il Consiglio*",
MainMenu_EarlyAccess_CloseButtonLabel,Inizia partita,
MainMenu_EarlyAccess_FromDevButtonTItle,Dagli sviluppatori,
MainMenu_EarlyAccess_FromDevWindowTitle,Dagli sviluppatori,
MainMenu_EarlyAccess_FromDevWindowBody,,
MainMenu_EarlyAccess_FromDevLink,Guarda su YouTube,
NewGameSettings_Title,Nuova partita,
NewGameSettings_FactionSelectionSubtitle,Scegli una fazione,
NewGameSettings_FactionSelectionDescription,Ogni fazione ha abilità differenti,
NewGameSettings_FactionGameplaySubtitle,Condizioni iniziali,
NewGameSettings_FactionSelectionComingSoon,Prossimamente,
NewGameSettings_FactionSelectionConfirm,Conferma fazione,
NewGameSettings_LocationSelectionSubtitle,Seleziona una destinazione,
NewGameSettings_LocationSelectionDescription,Ogni luogo su Titano ha delle impostazioni di mappa differenti.,
NewGameSettings_LocationSelectionConfirm,Conferma destinazione,
NewGameSettings_LocationSelectionSeed,Seed generazione mappa:,
NewGameSettings_CustomLocationLabel,Luogo personalizzato,
NewGameSettings_CustomLocationTitle,Luogo personalizzato,
NewGameSettings_CustomLocation_Lakes,Laghi,
NewGameSettings_CustomLocation_Mountains,Montagne,
NewGameSettings_CustomLocation_Cracks,Crepe,
NewGameSettings_CustomLocation_Crevices,Fessure,
NewGameSettings_CustomLocation_MineralPatches,Campi di Minerali,
NewGameSettings_CustomLocation_IsotopePatches,Campi di Isotopi,
NewGameSettings_CustomLocation_MonumentRuins,Rovine Monumenti,
NewGameSettings_CustomLocation_Anomalies,Anomalie,
NewGameSettings_CustomLocation_Rocks,Rocce,
NewGameSettings_CustomLocation_Sinkholes,Foibe,
NewGameSettings_CustomLocation_Ruins,Rovine,
NewGameSettings_CustomLocation_EmptySpace,Spazio vuoto,
NewGameSettings_CustomLocation_Rebels,Campi Ribelli,
NewGameSettings_CustomLocation_MineralNodes,Nodi Minerali,
NewGameSettings_CustomLocation_IsotopeNodes,Nodi Isotopi,
NewGameSettings_CustomLocationStep0,Nessuno,
NewGameSettings_CustomLocationStep1,Pochi,
NewGameSettings_CustomLocationStep2,Normali,
NewGameSettings_CustomLocationStep3,Di più,
NewGameSettings_BackToMainMenu,Indietro al menu principale,
NewGameSettings_BackToPauseMenu,Indietro al menu di pausa,
NewGameSettings_BackToFactionSelection,Indietro alla selezione fazione,
NewGameSettings_BackToLocationSelection,Indietro alla selezione luogo,
NewGameSettings_StartButtonLabel,Lancia nave,
NewGameSettings_ResetToDefaultsButtonLabel,Reimposta ai predefiniti,
NewGameSettings_CancelButtonLabel,Annulla,
NewGameSettings_ApplyButtonLabel,Applica,
NewGameSettings_MapSizeLabel,Dimensione mappa,
NewGameSettings_MapSize0,Piccola,
NewGameSettings_MapSize1,Media,
NewGameSettings_MapSize2,Grande,
NewGameSettings_MapSize3,Gigante,
NewGameSettings_EnemyCountLabel,Numero nemici,
NewGameSettings_StartingCreditsLabel,Crediti iniziali,
NewGameSettings_ResourceAmountLabel,Quantità Risorse,
NewGameSettings_ResourceAmount0,Metà,
NewGameSettings_ResourceAmount1,1x,
NewGameSettings_ResourceAmount2,"1,5x",
NewGameSettings_ResourceAmount3,2x,
NewGameSettings_MapSeedLabel,Seed mappa,
NewGameSettings_MapSeedHint,Inserisci un seed mappa personalizzato,
NewGameSettings_CorporationNameLabel,Nome Corporazione,
NewGameSettings_ConfirmationTitle,Conferma impostazioni nuova partita,
NewGameSettings_ConfirmationSettings,Impostazioni,
NewGameSettings_ConfirmationGameMode,Modalità partita,
NewGameSettings_ConfirmationFaction,Fazione,
NewGameSettings_ConfirmationLocation,Luogo,
NewGameSettings_ConfirmationDescription,,
NewGameSettings_ConfirmationButtonLabel,Lancia nave,
NewGameSettings_ConfirmationTutorial,Attiva tutorial,
NewGameSettings_ConfirmationHardcoreMode,Modalità Hardcore,
NewGameSettings_ConfirmationHardcoreModeExplanation,Nessuna pausa attiva\nPartita salvata solo all'uscita\nSolo 1 salvataggio,
NewGameSettings_CorporationNameHint,Scegli il nome della Corporazione,
GameMode_Title,Scegli modalità di gioco,
GameMode_Difficulty,Difficoltà,
PauseOverlay_MainLabel,In pausa,
PauseOverlay_SpaceToResume,Premi Spazio per riprendere,
SettingsMenu_SettingsTitle,Impostazioni,
SettingsMenu_SettingsDescription,Modifica le tue impostazioni,
SettingsMenu_SettingsGameplayLabel,Gioco,
SettingsMenu_SettingsGraphicsLabel,Grafica,
SettingsMenu_SettingsControlsLabel,Comandi,
SettingsMenu_SettingsAudioLabel,Audio,
SettingsMenu_SettingsConfirmLabel,Salva e Chiudi,
SettingsMenu_SettingsCancelLabel,Annulla,
SettingsMenu_SettingsBackLabel,Indietro,
SettingsMenu_SettingsResetToDefaultsLabel,Reimposta ai predefiniti,
SettingsMenu_GameplayTitle,Gioco,
SettingsMenu_GameplayLanguage,Lingua,
SettingsMenu_GraphicsBasicsHeader,Basi,
SettingsMenu_GraphicsResolution,Risoluzione,
SettingsMenu_GraphicsResolutionTooltip,Risoluzione schermo,
SettingsMenu_GraphicsQualityHeader,Qualità grafica,
SettingsMenu_GraphicsOverallQuality,Generale,
SettingsMenu_GraphicsTextureQuality,Qualità texture,
SettingsMenu_GraphicsTextureQualityTooltip,Una qualità texture maggiore richiede più memoria grafica.,
SettingsMenu_GraphicsEffectsQuality,Qualità effetti,
SettingsMenu_GraphicsEffectsQualityTooltip,Esplosioni belle.,
SettingsMenu_GraphicsShadows,Qualità ombre,
SettingsMenu_GraphicsShadowsTooltip,Una qualità ombre maggiore richiede maggiore sforzo GPU.,
SettingsMenu_GraphicsShadowQuality0,No,
SettingsMenu_GraphicsShadowQuality1,Ombre rigide,
SettingsMenu_GraphicsShadowQuality2,Ombre morbide,
SettingsMenu_GraphicsAmbientOcclusion,Occlusione Ambiente,
SettingsMenu_GraphicsAmbientOcclusionTooltip,L'Occlusione Ambiente mostra le ombre nelle fessure.,
SettingsMenu_GraphicsMaterialQuality,Qualità materiali,
SettingsMenu_GraphicsMaterialQualityTooltip,Cambia la quantità degli effetti aggiuntivi e i dettagli intricati dei materiali.,
SettingsMenu_GraphicsAntiAlias,Qualità Antialias,
SettingsMenu_GraphicsAntiAliasTooltip,L'Antialias leviga i bordi appuntiti dei poligoni.,
SettingsMenu_GraphicsScreenPercentage,Scala risoluzione,
SettingsMenu_GraphicsScreenPercentageTooltip,Renderizza il gioco a una risoluzione minore della finestra stessa,
SettingsMenu_GraphicsSSR,Qualità riflessi spaziali,
SettingsMenu_GraphicsSSRTooltip,Riflessi mostrati sull'acqua e sulle auto belle splendenti.,
SettingsMenu_GraphicsModels,Qualità modelli,
SettingsMenu_GraphicsModelsTooltip,Delle impostazioni più elevate sono più pesanti quanti ci sono molti cittadini sullo schermo.,
SettingsMenu_GraphicsVSync,VSync,
SettingsMenu_GraphicsVSyncTooltip,VSync sincronizza la frequenza di refresh del gioco con quella del monitor. Riduce gli artefatti video.,
SettingsMenu_GraphicsResolutionFormat,{X}x{Y},
SettingsMenu_GraphicsBloom,Bloom,
SettingsMenu_GraphicsBloomTooltip,Bloom rende le cose vaporose.,
SettingsMenu_GraphicsUserInterface,Interfaccia utente,
SettingsMenu_GraphicsUIScale,Scala IU,
SettingsMenu_GraphicsUIScaleTooltip,Scala l'IU.,
SettingsMenu_GraphicsReduceFlashes,Riduce lampi,
SettingsMenu_GraphicsReduceFlashesTooltip,"Riduce o rimuove gli effetti lampo a tutto schermo, come i fulmini.",
SettingsMenu_GraphicsUIFontType,Font,
SettingsMenu_GraphicsUIFontTypeTooltip,Scegli il font di base da utilizzare nella IU.\n(*Richiede il riavvio* per applicare tutto),
SettingsMenu_GraphicsUIRegular,Titano,
SettingsMenu_GraphicsUIDyslexic,OpenDyslexic,
SettingsMenu_GraphicsConfirmResolutionTitle,Conferma cambio di risoluzione,
SettingsMenu_GraphicsConfirmResolutionDescription,Annulla o conferma il cambio di risoluzione.,
SettingsMenu_GraphicsConfirmResolutionTimeLeft,{Seconds} secondi rimanenti,
SettingsMenu_GraphicsConfirmResolutionButton,Conferma,
SettingsMenu_GraphicsCancelResolutionButton,Annulla,
SettingsMenu_GameplaySaves,Salvataggi,
SettingsMenu_GameplayAutosaveFrequency,Frequenza autosalvataggio,
SettingsMenu_GameplayAutosaveFrequencyTooltip,Frequenza autosalvataggio,
SettingsMenu_GameplayMaxAutosavesPerPlaythrough,Autosalvataggi massimi per Playthrough,
SettingsMenu_GameplayMaxAutosavesPerPlaythroughTooltip,Qualsiasi autosalvataggio oltre questo numero sovrascriverà quelli più vecchi.,
SettingsMenu_GameplayWindowEdgePan,Spostamenti bordi,
SettingsMenu_GameplayWindowEdgePanTooltip,"Quando lo Spostamenti bordi è attivato, la visuale si sposterà quando il cursore è vicino al bordo dello schermo.",
SettingsMenu_GameplayUseBuildingCategoriesAsToggle,Attiva/disattiva categorie?,
SettingsMenu_GameplayUseBuildingCategoriesAsToggleTooltip,"Se attivato, la tastiera agisce come interruttore per le categorie. Se disattivato, la scorciatoia delle categorie seleziona anche gli Edifici nella categoria.",
SettingsMenu_GameplayTutorialEnabled,Tutorial attivati,
SettingsMenu_GameplayTutorialEnabledTooltip,Vuoi mostrare la schermata dei tutorial e delle missioni?,
SettingsMenu_GameplayAutoAdvanceDialog,Schermatya auto-avanzamento,
SettingsMenu_GameplayAutoAdvanceDialogTooltip,"Se *Sì*, i dialoghi dei personaggi avanzeranno automaticamente alla pagina successiva. Imposta su *No* per leggere con il tuo ritmo.",
SettingsMenu_ControlsKeyBinding,Assegnazioni tasti,
SettingsMenu_ControlsChooseAKeyWindowTitle,Scegli un tasto,
SettingsMenu_ControlsChooseAKey,Scegli un tasto,
SettingsMenu_GameplayNoBinding,\[No binding\],
SettingsMenu_GameplayConfirmBinding,Conferma assegnazione tasto,
SettingsMenu_GameplayCurrentlyBinding,Assegna il tasto per:,
SettingsMenu_GameplayCurrentKey,Tasto attuale:,
SettingsMenu_GameplayNewKey,Nuovo tasto:,
SettingsMenu_GameplayCancelBinding,Premi{CancelButton} per annullare l'assegnazione.,
SettingsMenu_GameplayWarningClashTitle,Un'assegnazione già esiste!,
SettingsMenu_GameplayWarningClashAction,Azione,
SettingsMenu_GameplayWarningClashKey,Tasto,
SettingsMenu_GameplayClearBindingTooltip,Rimuovi questa assegnazione.,
SaveDefaultNameFormat,Salvataggio manuale #{Number},
SaveHardcoreMode,Modalità Hardcore,
SettingsMenu_UnsavedWindow_Title,Impostazioni non salvate,
SettingsMenu_UnsavedWindow_Body,Vuoi salvare i cambiamenti?,
SettingsMenu_UnsavedWindow_ConfirmSave,Salva e chiudi,
SettingsMenu_UnsavedWindow_ConfirmWithoutSave,Scarta cambiamenti,
SettingsMenu_UnsavedWindow_Apply,Applica e chiudi,
SettingsMenu_UnsavedWindow_Cancel,Annulla,
SettingsMenu_BindingCat_global,Globale,
SettingsMenu_BindingCat_combat,Combattimento,
SettingsMenu_BindingCat_city_tileaction,Città: Azioni Caselle,
SettingsMenu_BindingCat_overlays,Overlay,
SettingsMenu_BindingCat_city_building,Città: Menu costruzione,
SettingsMenu_BindingCat_city_tilenavigation,Città: Navigazione,
SettingsMenu_BindingCat_cameracontrols,Comandi visuale,
SettingsMenu_BindingCat_speed,Velocità,
SettingsMenu_BindingCat_interior_device,Interno: Piazzamento Dispositivi,
HelpMenu_Title,Aiuto,
HelpMenu_ViewLog,Mostra Log,
Action_ToggleCorpWindow,Attiva/disattiva finestra Corporazione,
Action_ToggleTechWindow,Attiva/disattiva finestra Ricerca,
Action_ToggleCouncilWindow,Attiva/disattiva finestra Consiglio,
Action_ToggleWorkerWindow,Attiva/disattiva finestra Impiegati,
Action_TogglePopulationWindow,Attiva/disattiva finestra Popolazione,
Action_ToggleMigrantWindow,Attiva/disattiva finestra Migranti,
Action_ToggleBugReporter,Attiva/disattiva finestra Segnalazione bug,
Action_IncreaseGameTimeSpeed,Aumenta velocità di gioco,
Action_DecreaseGameTimeSpeed,Riduci velocità di gioco,
Action_ResetGameTimeSpeed,Reimposta velocità di gioco,
Action_TogglePause,Attiva/disattiva Pausa,
Action_SetSpeed1x,Imposta velocità 1x,
Action_SetSpeed2x,Imposta velocità 2x,
Action_SetSpeed3x,Imposta velocità 3x,
Action_Commit,Conferma/Entra Edificio,
Action_Cancel,Annulla/Indietro/Mostra Pausa,
Action_DestroySelected,Distruggi selezionato,
Action_DismantleSelected,Smantella selezionato,
Action_DuplicateSelected,Copia selezionato,
Action_ToggleEnableSelected,Attiva/disattiva selezionato,
Action_RotateObjectToPlaceCW,Ruota Dispositivo,
Action_RotateObjectToPlaceCCW,Ruota Dispositivo anti-orario,
Action_Repair,Ripara,
Action_TogglePower,Attiva/disattiva Energia,
Action_QuickSave,Salvataggio rapido,
Action_ShowPauseMenu,Mostra menu pausa,
Action_PanDown,Muovi visuale giù,
Action_PanLeft,Muovi visuale sinistra,
Action_PanRight,Muovi visuale destra,
Action_PanUp,Muovi visuale su,
Action_RotateCameraCW,Ruota visuale orario,
Action_RotateCameraCCW,Ruota visuale anti-orario,
Action_CenterCameraHome,Centra visuale/Muovi visuale al QG,
Action_BoostKeyboardPanSpeed,Modificatore movimento visuale,
Action_Survey,Ispeziona Rovine,
Action_Study,Riesuma Rovine,
Action_Salvage,Recupera Rovine,
Action_Upgrade,Migliora Edificio,
Action_Connect,Connetti Edificio,
Action_Claim,Reclama Casella,
Action_ToggleCityBurrow,Sotterra/Disotterra Città,
Action_SetNoOverlay,Modalità predefinita no overlay,
Action_SetPlayerTerritoryOverlay,Modalità overlay Territorio giocatore,
Action_SetPollutionOverlay,Modalità overlay Inquinamento,
Action_SetPowerOverlay,Modalità overlay Energia,
Action_SetTransportOverlay,Modalità overlay Trasporti,
Action_SelectWeapon1,Seleziona arma 1,
Action_SelectWeapon2,Seleziona arma 2,
Action_SelectWeapon3,Seleziona arma 3,
Action_SelectWeapon4,Seleziona arma 4,
Action_SelectWeapon5,Seleziona arma 5,
Action_SelectWeapon6,Seleziona arma 6,
Action_PlaceDeviceNameFormat,Posiziona {Device},
Action_PlaceBuildingNameFormat,Posiziona {Building},
Action_EnterSelectedBuildingOrShip,Entra Edificio,
Action_PopView,Esci Edificio,
SettingsMenu_On,Sì,
SettingsMenu_Off,No,
SettingsMenu_GraphicsQualityCustom,Personalizzato,
SettingsMenu_GraphicsQualityOff,No,
SettingsMenu_GraphicsQualityLowest,Più bassa,
SettingsMenu_GraphicsQualityLow,Bassa,
SettingsMenu_GraphicsQualityMedium,Media,
SettingsMenu_GraphicsQualityHigh,Alta,
SettingsMenu_GraphicsQualityHighest,Titanica,
SettingsMenu_GraphicsFullscreenMode,Modalità schermo,
SettingsMenu_GraphicsFullscreenModeTooltip,Cambia come viene visualizzato il gioco su schermo.,
SettingsMenu_GraphicsFullscreen,Schermo intero,
SettingsMenu_GraphicsWindowedFullscreen,Schermo intero senza bordi,
SettingsMenu_GraphicsWindowed,In finestra,
SettingsMenu_DetectQualityButtonLabel,Rilevazione automatica,
SettingsMenu_AudioTitle,Audio,
SettingsMenu_AudioMaster,Principale,
SettingsMenu_AudioMasterTooltip,Cambia il volume generale del gioco.,
SettingsMenu_AudioSFX,SFX,
SettingsMenu_AudioSFXTooltip,Cambio il volume degli effetti sonori nel gioco.,
SettingsMenu_AudioMusic,Musica,
SettingsMenu_AudioMusicTooltip,Cambio il volume della musica nel gioco.,
SettingsMenu_AudioVoiceOver,Voci,
SettingsMenu_AudioVoiceOverTooltip,Cambio il volume dei dialoghi nel gioco.,
SettingsMenu_AudioUI,IU,
SettingsMenu_AudioUITooltip,"Cambio il volume degli effetti dell'interfaccia utente, come clic dei pulsanti e notifiche.",
SettingsMenu_GraphicsTitle,Grafica,
SaveLoadMenu_LoadTitle,Carica partita,
SaveLoadMenu_SaveTitle,Salva partita,
SaveLoadMenu_SavesTitle,Salvataggi,
SaveLoadMenu_PlaythroughsTitle,Playthrough,
SaveLoadMenu_ConfirmSaveButtonLabel,Salva partita,
SaveLoadMenu_ConfirmLoadButtonLabel,Carica partita,
SaveLoadMenu_CancelButtonLabel,Annulla,
SaveLoadMenu_NoSaves,Nessun salvataggio,
SaveLoadMenu_NoPlaythroughSelected,Seleziona Playthrough,
SaveLoadMenu_DeletePlaythroughLabel,Elimina Playthrough,
SaveLoadMenu_DeletePlaythroughTooltip,Elimina Playthrough,
SaveLoadMenu_DeleteSaveLabel,Elimina salvataggio,
SaveLoadMenu_PlaythroughGameColumnHead,Partita,
SaveLoadMenu_PlaythroughMapColumnHead,Mappa,
SaveLoadMenu_PlaythroughModeColumnHead,Modalità partita,
SaveLoadMenu_GameSaveNameColumnHead,Nome salvataggio,
SaveLoadMenu_GamePlaytimeColumnHead,Tempo di gioco,
SaveLoadMenu_GameGameTimeColumnHead,Tempo di partita,
SaveLoadMenu_GameDateTimeColumnHead,Data,
SaveLoadMenu_IsAutosave,Salvataggio automatico,
SaveLoadMenu_IsQuicksave,Salvataggio rapido,
SaveLoadMenu_IsManualSave,,
SaveLoadMenu_MostRecentPlaythrough,Playthrough più recente,
SaveLoadMenu_OtherPlaythroughs,Altri Playthrough,
SaveLoadMenu_SaveHintText,Inserisci nome salvataggio,
SaveLoadMenu_Unknown,Sconosciuto,
SaveLoadMenu_VersionWarningTitle,Attenzione,
SaveLoadMenu_VersionWarningBody,"Se questo salvataggio proviene da una versione più vecchia dell'Early Access, caricandolo potrebbe causare dei bug inaspettati.\n\nVuoi procedere comunque?",
SaveLoadMenu_VersionWarningConfirm,Carica,
SaveLoadMenu_VersionWarningCancel,Annulla,
FactionName_Landfallers,Approdatori,
FactionName_Utopians,Utopici,
MapName_Barrens,Sterili,
MapName_Water,Acqua,
ModeName_General,Normali,
Modal_Generic_Cancel,Annulla,
Modal_Quit_Title,Uscire al menu principale?,
Modal_Quit_Body,Vuoi davvero uscire al menu principale?,
Modal_Quit_Affirmative,Esci,
ShipDetails_Title,Dettagli Nave,
ShipDetails_Hull,Scafo,
ShipDetails_Hull_Tooltip,"The ship's structural integrity. When this hits zero, the ship is destroyed.",
ShipDetails_Electricity,Energia,
ShipDetails_Electricity_Tooltip,The total [energy] power production and usage.,
ShipDetails_FuelStorage_Tooltip,Stoccaggio [fuel] attuale.,
ShipDetails_ElectricityStorage_Tooltip,Stoccaggio [energy] attuale.,
ShipDetails_Oxygen,O2,
ShipDetails_Oxygen_Label,Ossigeno,
ShipDetails_Oxygen_NoDevices_Label,Nessun Dispositivo,
ShipDetails_Oxygen_Tooltip,Amount of oxygen available. Insufficient oxygen will damage your crew.,
ShipDetails_Oxygen_Empty_Tooltip,Place *Life Support* Dispositivi to increase your oxygen supply and the number of crew members you can support.,
ShipDetails_Fuel,Carburante,
ShipDetails_Fuel_Tooltip,The ship's total remaining fuel.,
ShipDetails_Oxygen_Level0,Crew dying,
ShipDetails_Oxygen_Level1,Crew incapacitated,
ShipDetails_Oxygen_Level2,Crew weakened,
ShipDetails_Oxygen_Level3,,
ShipDetails_Oxygen_Offline,Offline,
ShipDetails_Oxygen_Falling,Offline,
ShipDetails_Oxygen_Falling_Tooltip,[warn:Life Support system is offline!],
ShipDetails_Oxygen_InsufficientLifeSupport,Insufficient,
ShipDetails_Crew_EmptySlot,(Slot Impiegato),
ShipDetails_Crew_EmptySlot_Tooltip,Questo *slot Impiegato vuoto* può essere riempito posizionando un'*Unità Equipaggio*.,
ShipDetails_Oxygen_Online_Tooltip,"*Life Support* system is powered and *online*, providing life support for up to *3 Impiegati*.",
ShipDetails_Oxygen_Offline_Tooltip,[warn:Life Support system is offline.] Power it by connecting it to an *energy-supplying Dispositivo* like a *generator* or *battery*.,
ShipDetails_Oxygen_Insufficient_Tooltip,There are [warn:not enough Life Support Dispositivi] to support all Impiegati. Place additional *Life Support* Dispositivi.,
ShipDetails_BarNumberFormatText,{Current},
ShipDetails_BarUnitsFormatText,/{Max},
ShipDetails_ElectricityDetails_Title,Dettagli Energia,
ShipDetails_ElectricityDetails_Description,Generators convert [fuel] into [energy].,
ShipDetails_ElectricityDetails_ProducersTitle,Producers,
ShipDetails_ElectricityDetails_ConsumersTitle,Consumers,
ShipDetails_ElectricityDetails_None,Nessuno,
ProgressBar_DefaultFormat,{Current}/{Max},
DialogBox_PreviousPage,Precedente,
DialogBox_NextPage,Successivo,
DialogBox_PageFormatText,{CurrentPage}/{TotalPages},
DialogBox_CloseLastPage,Chiudi,
ObjectivesList_Title,Obiettivi,
PAX_SalvageTutorialPopup,Prova a *Recuperare una Rovina*\nper trovare *Risorse*!,
PAX_CombatDemo,ALPHA GAMEPLAY DEMO,
PAX_AlphaWatermark,TwitchCon 2019 Demo,
PAX_Copyright,"Copyright 2017-2019, Brace Yourself Games",
PAX_PaxWest,TWITCHCON 2019,
PAX_ClickToStart,Clicca per iniziare,
PAX_Scenario0ButtonLabel,Scenario A,
PAX_Scenario0ButtonSubtitle,Nuova partita,
PAX_Scenario0Description,Prova il gioco dal vero inizio!,
PAX_Scenario1ButtonLabel,Scenario B,
PAX_Scenario1ButtonSubtitle,Focus sul combattimento,
PAX_Scenario1Description,Preparati a combattere. Hai 14 minuti per costruire una nave e sopravvivere!,
PAX_ShipyardBuildLabel,Build,
PAX_DisabledInPAXTooltip,Prossimamente!,
PAX_DemoTimeLeft,Tempo demo rimasto:,
PAX_TimeUntilNextWave,Prossimo attacco nemico:,
SkipVideoLabel,Tieni premuto un *qualsiasi tasto* per saltare*,
LoadingScreen_01_ShipyardInterior,"Grazie all'alta richiesta di design personalizzati di navi, gli ingegneri aeronautici sono una delle carriere più prestigiose su Titano. Sono seguiti a ruota dai piloti di prototipi, anche se, vista l'alto tasso di mortalità, è difficile chiamare questo lavoro una _carriera_.",
LoadingScreen_02_CityViewDark,"Nel corso degli ultimi migliaia di anni, Titano ha perso lentamente un po' della sua atmosfera tossica grazie all'interazione con il campo magnetico di Saturno. Quando però gli umani l'hanno ricolonizzato, hanno ricostituito in fretta quello strato di smog.",
LoadingScreen_03_Crevasse,"La superfice di Titano è percorsa da enormi crepacci artificiali. Gli scienziati di oggi hanno diverse teorie su come queste fenditure sono state costruite, ma siccome i loro creatori sono morti da tempo, i cittadini odierni di Titano non potranno mai conoscere la verità.",
LoadingScreen_04_WorkerLivingPod,"Durante i primi sei mesi su Titano, i nuovi arrivati dicono di sentirsi _più o meno scoraggiati_, _scoraggiati_, o _decisamente scoraggiati_ dalle loro condizioni di vita. Questa disperazione si attenua pian piano che si abituano allo status-quo di Titano.",
LoadingScreen_05_ToxicDumping,"Il Consiglio a capo di Titano non ha mai passato una legge a protezione dell'ambiente. Le Corporazioni d'altro canto dicono: senza un _ambiente_ di cui parlare, a cosa servono?",
LoadingScreen_06_ViewUpAtSaturn,Titano era una volta in orbita lungo l'asse planare di Saturno. L'antica civiltà di Titano ha usato il suo colossale potere per cambiare l'orbita della luna... solo per avere una visuale migliore degli anelli.,
LoadingScreen_07_CityStreetView,"Su Titano, il traffico veicolare e quello pedonale sono fisicamente separati. Questo migliora l'efficienza delle strade, ma espone i pedoni a grandi quantità di inquinamento atmosferico.",
LoadingScreen_08_ShipOnFire,"Il commercio non si riposa mai. Neanche i cittadini di Titano, a quanto pare, grazie all'incessante rombo dei combattimenti in atmosfera bassa.",
LoadingScreen_09_Capitalism,"La vita notturna di Titano è punteggiata da luci effervescenti, pubblicità Corporative e cittadini bagnati dalla pioggia.",
LoadingScreen_10_Construction,Kaner Machines™ permette di costruire grattacieli in tempi record. La Vectal Laser Technology® stampa un reticolato nanointrecciato di Minerali e Isotopi.,
LoadingScreen_11_Migrants,"Quando un'impresa corporativa fallisce su Titano, chiunque non sia attanagliato dal debito e dalle colpe si muove in fretta per trovare una nuova impresa a cui allacciarsi.",
LoadingScreen_12_Sun,"Come tutte le cose su Titano, la quantità di luce solare meccanica ricevuta da ogni parte della luna non è uguale. Solo i ricchi possono permettersi di vivere nelle aree più soleggiate. I poveri di Titano sono soliti rinforzare le loro fragili ossa con modifiche meccaniche, da qui il nome “gambe ad arco” per gli abitanti del Lato oscuro.",
PlayerName_PLAYER_COUNCIL_Name,Consiglio,
PlayerName_PLAYER_NONE_Name,(Nessuno),
PlayerName_PLAYER_ONE_Name,La tua Corp.,
PlayerName_PLAYER_TWO_Name,Coalescent,
PlayerName_PLAYER_THREE_Name,Aegis,
PlayerName_PLAYER_FOUR_Name,Blah,
PlayerName_PLAYER_FIVE_Name,Bloops,
PlayerName_PLAYER_REBEL_Name,Ribelli,
SHIPYARD_TOOMANYWEAPONS,Commander:You've attempted to add too many weapons!  This hull only supports a maximum of *{0}* weapons.,
SHIPYARD_TOOMANYLIFEFUPPORTS,Commander:You can't add more than *4* Life Support systems!,
SHIPYARD_TOOMANYBEDS,Commander:You can't add more than *12* Crew Pods!,
Dialog_Shipyard_Enter_Shipover,Commander:You already have a ship hovering over the shipyard.  You need to fly it away before we can build and launch another!,
PLAYERACTION_CINEMATIC_REENGAGE_FIRST_ENEMY_TITLE,Enemy Beyond Città Limits,
PLAYERACTION_CINEMATIC_REENGAGE_FIRST_ENEMY_BODY,Finish them off!,
PLAYERACTION_CINEMATIC_ENCOUNTERED_HOSTILE_TITLE,Hoscasella Encountered - Submit War Bond,
PLAYERACTION_CINEMATIC_ENCOUNTERED_HOSTILE_BODY_CANPAY,The council demands that you *pay the required war bond* to engage in corporation hostilities.,
PLAYERACTION_CINEMATIC_ENCOUNTERED_HOSTILE_BODY_UNABLETOPAY,"The council demands that you *pay the required war bond* to engage in corporation hostilities, but you *do not have enough credits*.",
PLAYERACTION_CINEMATIC_ENCOUNTERED_REBEL_TITLE,Rebel Ship Encountered!,
PLAYERACTION_CINEMATIC_REENGAGE_FIRST_REBEL_BODY,Rebels are a thorn in the side of The Consiglio. You can attack them *without paying the usual War Bond*.,
BUTTON_ATTACK,Attacco!,
BUTTON_FLEE,Ritirata...,
BUTTON_BEGIN,Inizia,
BUTTON_ENGAGE,Ingaggio!,
BUTTON_CANTENGAGE,Troppo costoso,
ActionKeySettings_ChordFormat,{Ctrl}{Alt}{Shift}{Cmd}+{Key},
ActionKeySettings_Alt,Alt,
ActionKeySettings_Ctrl,Ctrl,
ActionKeySettings_Cmd,Cmd,
ActionKeySettings_Shift,Maiusc,
ActionKeySettings_Overrides_Delete,Del,
ActionKeySettings_Overrides_LMB,LMB,
